Job Title,Company,Location,Skills,Education,Experience,Job Level,Salary,salary_min,salary_max,salary_avg,salary_type,salary_standardized,state,standardized_title,education_level,experience_level,job_level
"Software Engineer, Entry",Amentum,"Kennedy Space Center, FL","Oracle, Software troubleshooting, XML, UNIX, Windows, Java, SQL, C++, PostgreSQL, Scripting, Linux, Communication skills, HTML, Information Technology",Bachelor's degree,,Entry level,,,,,unknown,,FL,Software Engineer,2,,1
Mobile App Developer - AI Trainer,DataAnnotation,Remote,"Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,,Mid-level,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,Remote,Mobile Developer,2,,2
Software Engineering,Valve Software,"Bellevue, WA",,,,Mid-level,,,,,unknown,,WA,Software Engineer,,,2
Software QA Engineer I (Programmer),Open Dental Software,"Salem, OR","Microsoft Windows Server, C#, Windows, Java, Computer Engineering, MySQL",Bachelor's degree,,Entry level,From $35 an hour,35.0,35.0,35.0,hourly,72800.0,OR,QA Engineer,2,,1
Cloud Application Developer - AI Trainer,DataAnnotation,Remote,"Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,,Mid-level,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,Remote,Other Engineering,2,,2
Remote Full Stack Developer (C#/SQL),Invenio Search Group,Remote,"CI/CD, Azure, Oracle, Kubernetes, Kanban, DevOps, .NET Core, Visual Studio, C#, Microsoft SQL Server, Git, Test-driven development, .NET, Application development, Microservices, SQL, Database design, Progressive Web Apps, AWS, Back-end development, OCR, Scripting, Cloud computing, TFS, Entity Framework, PowerShell, SDLC",,"5 years, 3 years",Mid-level,"From $115,000 a year",115000.0,115000.0,115000.0,yearly,115000.0,Remote,Full Stack Developer,,2,2
Application Developer - AI Trainer,DataAnnotation,"Rockford, IL","Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,,Mid-level,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,IL,Other Engineering,2,,2
Intermediate Front-End Software Developer,Concordia Technologies Inc.,"Huntsville, AL","Computer Science, Unreal Engine, Git, UI design, C++, UX, Software development, Front-end development, AI, Communication skills, Python",Bachelor's degree,,Mid-level,"$130,000 - $150,000 a year",130000.0,150000.0,140000.0,yearly,140000.0,AL,Software Developer,2,,2
Software Developer,Active911,"Philomath, OR","Node.js, Cassandra, MCP, Full-stack development, iOS, Git, .NET, PHP, Docker, EMT experience, JavaScript, Software development, APIs, Linux, TypeScript, Editing, HTML, MySQL",,3 years,Mid-level,"$76,608 - $111,518 a year",76608.0,111518.0,94063.0,yearly,94063.0,OR,Software Developer,,2,2
Software Engineer (Java),"Komprise, Inc.","Campbell, CA","Computer science, Elasticsearch, Teamwork, Data mining, Computer Science, Collaboration, SAS, Data structures, System architecture, Work ethic, Java, Algorithms, OOP, AWS, Data management, Attention to detail, Distributed systems, Algorithm design, Software development, Customer support, Electrical Engineering, AI, Multithreading, Communication skills, Data warehouse",Bachelor's degree,3 years,Mid-level,"$110,000 - $180,000 a year",110000.0,180000.0,145000.0,yearly,145000.0,CA,Software Engineer,2,2,2
Software Development Engineer - Front-end,Adobe,"Lehi, UT","Computer science, React, JavaScript, TypeScript, Communication skills, SDLC",Bachelor's degree,1 year,Mid-level,"$93,200 - $170,600 a year",93200.0,170600.0,131900.0,yearly,131900.0,UT,Other Engineering,2,1,2
Radar / Electronic Warfare Software Section Team Lead,Leidos,"Huntsville, AL","MATLAB, Signal processing, Engineering, Electronic warfare, Configuration management, Algorithms, OOP, C++, Recruiting, Organizational skills, Interviewing, Leadership","Master's degree, Bachelor's degree",,Senior level,"$85,150 - $153,925 a year",85150.0,153925.0,119537.5,yearly,119537.5,AL,Other,3,,3
Entry Level Java Developer,"Antra, Inc","Sterling, VA","Azure, Computer Science, DevOps, Data structures, System design, NoSQL, Java, Application development, Algorithms, SQL, Database design, OOP, AWS, Network protocols, Agile, Maven, Multithreading, Jenkins, GitLab, Shell Scripting, Network security, SDLC, Design patterns",Bachelor's degree,Under 1 year,Entry level,"$63,000 - $70,000 a year",63000.0,70000.0,66500.0,yearly,66500.0,VA,Other Engineering,2,1,1
Web Developer - Part Time,Texas Tech University,"Lubbock, TX",,,,Entry level,$18.48 - $35.08 an hour,18.48,35.08,26.78,hourly,55702.4,TX,Other Engineering,,,1
Software Developer (Frontend),Healthcare Fraud Shield,United States,"ASP.NET, MVC, CSS, Visual Studio, C#, System design, Microsoft SQL Server, Git, .NET, SQL, JavaScript, Software development, Fraud prevention and detection, HTML",Bachelor's degree,3 years,Mid-level,,,,,unknown,,United States,Frontend Developer,2,2,2
Full Stack Developer,Gate3,"Elk Grove Village, IL","Node.js, CSS, React, Kubernetes, RESTful API, Database development, DevOps, C#, MongoDB, .NET, Java, SQL, Database management, Docker, JavaScript, PostgreSQL, Back-end development, Angular, Software development, APIs, Agile, Front-end development, Web services, Integration testing, Unit testing, GraphQL, Vue.js, API integrations, Python, Debugging, HTML",Associate's degree,"3 years, 4 years",Mid-level,"$50,000 - $70,000 a year",50000.0,70000.0,60000.0,yearly,60000.0,IL,Full Stack Developer,1,2,2
Full Stack Developer,Rowan Technology,"New York, NY","Computer science, Kotlin, Management, Node.js, React, Java, AWS, Docker, Bootcamp, Ruby on Rails, PostgreSQL, Angular, Ruby, Software development, GraphQL, gRPC, Leadership, TypeScript, Communication skills","Bachelor of Science, Bachelor's degree",1 year,Mid-level,"$110,000 - $140,000 a year",110000.0,140000.0,125000.0,yearly,125000.0,NY,Full Stack Developer,2,1,2
Associate Cloud Software Engineer,Lenovo,"Morrisville, NC","Spring Boot, Azure, Computer Science, React, DevOps, Engineering, Data structures, Git, Google Cloud Platform, MongoDB, Java, OOP, AWS, Distributed systems, REST, Angular, Software development, Agile, Web services, Communication skills","Master's degree, Bachelor's degree",Under 1 year,Entry level,,,,,unknown,,NC,Software Engineer,3,1,1
Entry Level AI/ML Software Engineer for Operational Technology (OT),"Savannah River Nuclear Solutions, LLC","Aiken, SC","TensorFlow, Software Engineering, L Clearance, PyTorch, Software deployment, DevOps, C#, Git, Quality assurance, Software quality assurance, Q Clearance, Machine learning, JavaScript, Organizational skills, Software development, Agile, Cybersecurity, AI, Communication skills, Python, SDLC",Bachelor's degree,,Entry level,,,,,unknown,,SC,Software Engineer,2,,1
Software Engineer(Front-End),Disney Entertainment & ESPN Technology,"New York, NY","Computer science, Node.js, React, JavaScript","Bachelor of Science, Bachelor's degree",3 years,Mid-level,"$114,900 - $168,700 a year",114900.0,168700.0,141800.0,yearly,141800.0,NY,Software Engineer,2,2,2
Frontend Maintenance Developer - Entry Level,DynamiX,"Kennesaw, GA","Adobe Photoshop, CSS, Test automation, Git, Responsive web design, PHP, JavaScript, Vue.js, Figma, HTML",,Under 1 year,Entry level,"$50,000 - $60,000 a year",50000.0,60000.0,55000.0,yearly,55000.0,GA,Frontend Developer,,1,1
Embedded Controls Software Engineer - Automotive,Bill Austin and Associates,"Columbus, IN","Statistics, MATLAB, Microsoft Excel, Full-stack development, Engineering, Data analysis skills, Engine controls, Microsoft Office, Algorithms, C++, Emission control systems, C, Embedded software, Simulink, Physics, Automotive diagnostics","Bachelor of Science, Bachelor's degree",3 years,Mid-level,,,,,unknown,,IN,Software Engineer,2,2,2
Full Stack Drupal Developer,Digital Artisans,Remote,"Lucene, CI/CD, Search engines, Elasticsearch, Drupal, Microsoft Excel, CSS, React, WordPress, RESTful API, Full-stack development, Database development, Relational databases, Software deployment, Git, English, E-commerce, Bash, Application development, Databases, PHP, JavaScript, PostgreSQL, ECMAScript, Perl, REST, Scripting, Software development, GitHub, Front-end development, Linux, JSON, Apache, GraphQL, Solr, TypeScript, Communication skills, Shell Scripting, NGINX, HTML, MySQL, MariaDB, Network security",,"5 years, 3 years, 4 years",Senior level,"$90,000 - $130,000 a year",90000.0,130000.0,110000.0,yearly,110000.0,Remote,Full Stack Developer,,2,3
Full Stack Engineer,Fidelity TalentSource,"Salt Lake City, UT","Computer science, Go, Node.js, Computer Science, RESTful API, Git, Java, SQL, AWS, Docker, Cloud development, JavaScript, Back-end development, Angular, Jenkins, TypeScript, Communication skills, Python, Shell Scripting",Bachelor's degree,2 years,Senior level,,,,,unknown,,UT,Full Stack Developer,2,1,3
Software Developer/Programmer,Talentola,"Atlanta, GA",,,,,$30 - $33 an hour,30.0,33.0,31.5,hourly,65520.0,GA,Software Developer,,,
Full Stack React Python Developer,FixedOPS Marketing,"Seattle, WA",,,,,"From $125,000 a year",125000.0,125000.0,125000.0,yearly,125000.0,WA,Frontend Developer,,,
Software Engineer,Microsoft,"Mountain View, CA","Computer science, Law, Computer Science, C#, Java, C++, C, Machine learning, JavaScript, Data analytics, Data science, AI, Python",Bachelor's degree,,Mid-level,"$81,900 - $174,600 a year",81900.0,174600.0,128250.0,yearly,128250.0,CA,Software Engineer,2,,2
"Software Developer, Associate",Atlas Van Lines,United States,"Computer Science, Software Engineering, Software development, Debugging, Information Technology",Bachelor's degree,1 year,Entry level,,,,,unknown,,United States,Software Developer,2,1,1
Software Developer/Engineer,ISE Data Systems,"Reston, VA",,,,Entry level,,,,,unknown,,VA,Software Developer,,,1
Entry Level Software Engineer,Amentum,"Fredericksburg, VA","Jira, DevOps, C#, Employment & labor law, Secret Clearance, Git, C++, Confluence, Software development, Agile, GitLab, SDLC",Bachelor's degree,,Entry level,,,,,unknown,,VA,Software Engineer,2,,1
Senior RPG Programmer / Analyst,Ward Trucking,"Altoona, PA","Operating systems, EDI, SQL, Communication skills",,10 years,Senior level,,,,,unknown,,PA,Programmer,,4,3
Junior .NET Developer,American business solutions inc,"Atlanta, GA","Computer science, Management, Visual Basic, .NET, SQL",Bachelor's degree,,Junior level,$30 - $32 an hour,30.0,32.0,31.0,hourly,64480.0,GA,Other Engineering,2,,1
"Software Engineer/Programmer (Javascript, React, Redux, Node JS and AWS in an Agile Development)",Corelleaf Design Studio,"Milan, IL","CI/CD, Node.js, Computer Science, Software troubleshooting, React, System design, Test-driven development, SOX, AWS, JavaScript, Continuous integration, Redux, Software development, Agile, IT, Jenkins, Communication skills, Information Technology",Bachelor's degree,1 year,Entry level,$55 - $57 an hour,55.0,57.0,56.0,hourly,116480.0,IL,Software Engineer,2,1,1
Software Engineer 1,Onto Innovation,"Milpitas, CA","Computer Science, Software Engineering, Software troubleshooting, Java, C++, JavaScript, Scrum, Software development, Agile, Communication skills, Python","Master's degree, Bachelor's degree",,Entry level,,,,,unknown,,CA,Software Engineer,3,,1
Front-End Engineer I,Amazon.com Services LLC,"Seattle, WA","Computer science, Computer Science, CSS, Customer service, Math, JavaScript, UX, HTML",Bachelor's degree,Under 1 year,Entry level,"$99,500 - $209,000 a year",99500.0,209000.0,154250.0,yearly,154250.0,WA,Other Engineering,2,1,1
Senior Full Stack Developer,OpenLaw,Remote,"Node.js, React",,3 years,Senior level,"$90,000 - $120,000 a year",90000.0,120000.0,105000.0,yearly,105000.0,Remote,Full Stack Developer,,2,3
FRONTEND DEVELOPER,"CMHWorks, LLC",Remote,"ASP.NET, CSS, Bootstrap, React, C#, Git, English, Responsive web design, .NET, SQL, AWS, Docker, Ruby on Rails, JavaScript, SCSS, SASS, REST, Angular, GitHub, Front-end development, Less, JSON, Vue.js, TypeScript, jQuery, HTML",,,Mid-level,$25 - $45 an hour,25.0,45.0,35.0,hourly,72800.0,Remote,Frontend Developer,,,2
Front-end Angular Developer,Intone Networks,"New York, NY",Angular,,2 years,Mid-level,,,,,unknown,,NY,Frontend Developer,,1,2
Software Developer - Full Performance,Raytheon,"Sterling, VA",,,,,,,,,unknown,,VA,Software Developer,,,
Java Full Stack Developer- Entry Level,"Hemma Systems, Inc",United States,"Spring Boot, CI/CD, Computer Science, CSS, Software troubleshooting, React, RESTful API, Full-stack development, Git, No experience needed, Java, Databases, SQL, JavaScript, PostgreSQL, REST, Angular, Software development, Unit testing, Communication skills, Spring, HTML, Hibernate, MySQL, Information Technology",Bachelor's degree,"1 year, Under 1 year",Entry level,"$80,000 - $150,000 a year",80000.0,150000.0,115000.0,yearly,115000.0,United States,Full Stack Developer,2,1,1
Frontend Software Engineer - AI Trainer,DataAnnotation,Remote,,,,,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,Remote,Software Engineer,,,
Front-End Developer,Chargebacks911,"Clearwater, FL","CSS, React, Responsive web design, UI design, JavaScript, Adobe XD, Usability, Angular, UX, APIs, Sketch, Front-end development, Vue.js, Figma, jQuery, HTML, Mobile design",,3 years,Mid-level,"From $75,000 a year",75000.0,75000.0,75000.0,yearly,75000.0,FL,Other Engineering,,2,2
Software Engineer-IT Manufacturing,Ford Motor Company,"Dearborn, MI","Spring Boot, CI/CD, Management, Computer Science, Management Information Systems, RESTful API, XML, Full-stack development, Test-driven development, Java, SOAP, Analysis skills, JavaScript, REST, Computer Engineering, Angular, Software development, GitHub, Agile, IT, Service-oriented architecture, TypeScript, Design patterns",Bachelor's degree,2 years,Mid-level,,,,,unknown,,MI,Software Engineer,2,1,2
Software Engineer - AI Trainer,DataAnnotation,"Fort Wayne, IN","Writing skills, C#, English, SQL, C++, JavaScript, Software development, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,,Mid-level,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,IN,Software Engineer,2,,2
Software Engineer/ Admin,"Federal Foam Technologies, Inc.","New Richmond, WI","Azure, EDI, Software troubleshooting, DevOps, C#, ERP systems, SSRS, Microsoft Office, SQL, OOP, Process mapping, Data analytics, Organizational skills, Agile, Communication skills, Help desk, SDLC","Bachelor's degree, Bachelor of Arts",3 years,Mid-level,"$94,400 - $102,667 a year",94400.0,102667.0,98533.5,yearly,98533.5,WI,Software Engineer,2,2,2
Embedded Controls Software Engineer - Automotive,Bill Austin and Associates,"Columbus, IN","Statistics, MATLAB, Microsoft Excel, Full-stack development, Engineering, Data analysis skills, Engine controls, Microsoft Office, Algorithms, C++, Emission control systems, C, Embedded software, Simulink, Physics, Automotive diagnostics","Bachelor of Science, Bachelor's degree",3 years,Mid-level,,,,,unknown,,IN,Software Engineer,2,2,2
Software Engineer,Johnson & Johnson,"Santa Clara, CA","CI/CD, Computer science, Computer Science, Bash, OOP, C++, Computer Engineering, Scripting, Software development, Agile, Linux, Unit testing, Python, Shell Scripting, FDA regulations","Master's degree, Bachelor's degree",1 year,Mid-level,"$101,000 - $162,725 a year",101000.0,162725.0,131862.5,yearly,131862.5,CA,Software Engineer,3,1,2
Software Development Engineer 30,Adobe,"San Jose, CA","Computer science, Elasticsearch, Azure, NoSQL, Snowflake, Java, Microservices, AWS, Analysis skills, Machine learning, Cloud development, PostgreSQL, Redis, REST, Software development, Agile, AI, Communication skills, Python, Generative AI, MySQL, SDLC",Bachelor's degree,3 years,Mid-level,"$113,400 - $206,300 a year",113400.0,206300.0,159850.0,yearly,159850.0,CA,Other Engineering,2,2,2
Software Engineer,Amex,"Phoenix, AZ","Spring Boot, CI/CD, Cloud architecture, JUnit, Software deployment, Cucumber, Test automation, Selenium, J2EE, Java, Microservices, SOAP, SQL, Docker, Splunk, REST, Software development, GitHub, APIs, Web services, Unit testing, GraphQL, PL/SQL, Jenkins, Spring, Spring MVC",,3 years,Mid-level,"$85,000 - $150,000 a year",85000.0,150000.0,117500.0,yearly,117500.0,AZ,Software Engineer,,2,2
